Order Date,Ship Date,Ship Mode,Customer ID,Postal Code,Product ID,Sales
2018-09-10,2018-09-15,Standard Class,LC-16930,60540.0,TEC-PH-10004093,147.168
2017-07-17,2017-07-22,Standard Class,RA-19885,90049.0,OFF-ST-10003479,77.88
2018-09-19,2018-09-23,Standard Class,ES-14080,32935.0,OFF-ST-10003282,95.616
2017-03-11,2017-03-13,First Class,ON-18715,55122.0,TEC-AC-10000171,45.98
2017-03-11,2017-03-13,First Class,ON-18715,55122.0,OFF-BI-10003291,17.46
2015-10-20,2015-10-25,Second Class,PO-18865,48185.0,OFF-ST-10001713,211.96
2017-06-20,2017-06-25,Standard Class,LH-16900,19901.0,TEC-AC-10002167,45.0
2017-06-20,2017-06-25,Standard Class,LH-16900,19901.0,TEC-PH-10003988,21.8
2016-04-18,2016-04-22,Standard Class,DP-13000,47150.0,OFF-BI-10004410,38.22
2016-04-18,2016-04-22,Standard Class,DP-13000,47150.0,OFF-LA-10002762,75.18
2016-04-18,2016-04-22,Standard Class,DP-13000,47150.0,FUR-FU-10001706,6.16
2016-04-18,2016-04-22,Standard Class,DP-13000,47150.0,FUR-CH-10003061,89.99
2017-12-11,2017-12-17,Standard Class,JM-15265,10024.0,OFF-FA-10000304,15.26
2017-12-11,2017-12-17,Standard Class,JM-15265,10024.0,TEC-PH-10002447,1029.95
2017-06-17,2017-06-18,First Class,TB-21055,12180.0,OFF-ST-10000604,208.56
2017-06-17,2017-06-18,First Class,TB-21055,12180.0,OFF-PA-10001569,32.4
2017-06-17,2017-06-18,First Class,TB-21055,12180.0,FUR-CH-10003968,319.41
2017-06-17,2017-06-18,First Class,TB-21055,12180.0,OFF-PA-10000587,14.56
2017-06-17,2017-06-18,First Class,TB-21055,12180.0,TEC-AC-10002167,30.0
2017-06-17,2017-06-18,First Class,TB-21055,12180.0,OFF-BI-10001460,48.48
2017-06-17,2017-06-18,First Class,TB-21055,12180.0,OFF-AR-10001868,1.68
2016-11-24,2016-11-30,Standard Class,KM-16720,90004.0,TEC-AC-10004633,13.98
2016-11-24,2016-11-30,Standard Class,KM-16720,90004.0,OFF-BI-10001078,25.824
2016-11-24,2016-11-30,Standard Class,KM-16720,90004.0,OFF-PA-10003892,146.73
2016-11-24,2016-11-30,Standard Class,KM-16720,90004.0,FUR-FU-10000397,79.76
2016-04-30,2016-05-05,Standard Class,PS-18970,60610.0,FUR-CH-10001146,213.115
2015-12-05,2015-12-10,Standard Class,BS-11590,85234.0,OFF-AR-10002671,1113.024
2015-12-05,2015-12-10,Standard Class,BS-11590,85234.0,TEC-PH-10002726,167.968
2017-06-04,2017-06-06,First Class,KD-16270,22153.0,OFF-PA-10000482,75.88
2017-09-18,2017-09-23,Standard Class,HM-14980,10009.0,OFF-BI-10004654,4.616
2018-09-14,2018-09-17,Second Class,TB-21520,49201.0,OFF-PA-10004675,19.05
2016-04-26,2016-05-02,Standard Class,JE-15745,38109.0,FUR-CH-10000513,831.936
2016-04-26,2016-05-02,Standard Class,JE-15745,38109.0,FUR-FU-10003708,97.04
2016-04-26,2016-05-02,Standard Class,JE-15745,38109.0,OFF-ST-10004123,72.784
2018-12-09,2018-12-11,First Class,KB-16600,77041.0,OFF-BI-10004182,1.248
2018-12-09,2018-12-11,First Class,KB-16600,77041.0,FUR-FU-10000260,9.708
2018-12-09,2018-12-11,First Class,KB-16600,77041.0,OFF-ST-10000615,27.24
2015-11-26,2015-12-01,Second Class,JE-15745,77070.0,FUR-FU-10003194,19.3
2017-06-12,2017-06-15,First Class,SC-20770,35601.0,OFF-AP-10002118,208.16
2017-06-12,2017-06-15,First Class,SC-20770,35601.0,OFF-BI-10002309,16.74
2015-10-12,2015-10-16,Standard Class,DN-13690,94122.0,OFF-AR-10002053,14.9
2015-10-12,2015-10-16,Standard Class,DN-13690,94122.0,OFF-ST-10002370,21.39
2016-09-03,2016-09-08,Standard Class,JC-16105,27707.0,OFF-EN-10000927,200.984
2018-11-13,2018-11-16,First Class,CS-12400,60623.0,OFF-ST-10003656,230.376
2018-05-28,2018-05-30,Second Class,PO-18865,29203.0,FUR-CH-10000863,301.96
2018-10-26,2018-11-02,Standard Class,PG-18895,55901.0,TEC-AC-10001998,19.99
2018-10-26,2018-11-02,Standard Class,PG-18895,55901.0,OFF-LA-10000134,6.16
2017-04-05,2017-04-10,Second Class,GM-14455,77095.0,OFF-ST-10003442,158.368
2017-09-17,2017-09-22,Standard Class,JS-15685,90036.0,OFF-AR-10004930,20.1
2017-09-17,2017-09-22,Standard Class,JS-15685,90036.0,TEC-PH-10004093,73.584
2017-09-17,2017-09-22,Standard Class,JS-15685,90036.0,OFF-PA-10000304,6.48
2016-01-31,2016-02-05,Second Class,KB-16315,55407.0,OFF-PA-10003177,12.96
2016-01-31,2016-02-05,Second Class,KB-16315,55407.0,FUR-FU-10003799,53.34
2016-01-31,2016-02-05,Second Class,KB-16315,55407.0,OFF-BI-10002852,32.96
2018-11-06,2018-11-12,Standard Class,RB-19705,97206.0,OFF-BI-10004738,5.682
2018-11-09,2018-11-11,Second Class,PN-18775,10009.0,FUR-FU-10000629,96.53
2018-06-17,2018-06-20,First Class,KD-16345,94122.0,OFF-BI-10001721,51.312
2017-09-06,2017-09-11,Standard Class,ER-13855,55106.0,OFF-AP-10000358,77.88
2017-08-29,2017-09-02,Standard Class,RB-19465,60610.0,OFF-PA-10003256,64.624
2017-08-29,2017-09-02,Standard Class,RB-19465,60610.0,TEC-AC-10001767,95.976
2017-08-29,2017-09-02,Standard Class,RB-19465,60610.0,OFF-BI-10002609,1.788
2017-12-01,2017-12-04,Second Class,GZ-14470,55901.0,OFF-PA-10004040,23.92
2016-11-13,2016-11-17,Standard Class,LC-16870,80013.0,TEC-AC-10001552,238.896
2016-11-13,2016-11-17,Standard Class,LC-16870,80013.0,FUR-FU-10004006,102.36
2016-11-13,2016-11-17,Standard Class,LC-16870,80013.0,OFF-BI-10002794,36.882
2018-11-23,2018-11-28,Standard Class,JM-15250,28205.0,TEC-AC-10003499,74.112
2018-11-23,2018-11-28,Standard Class,JM-15250,28205.0,TEC-PH-10002844,27.992
2018-11-23,2018-11-28,Standard Class,JM-15250,28205.0,OFF-AR-10000390,3.304
2016-10-15,2016-10-20,Standard Class,PA-19060,60462.0,TEC-AC-10000844,339.96
2018-12-25,2018-12-30,Standard Class,CV-12805,10035.0,FUR-FU-10001934,41.96
2017-11-03,2017-11-10,Standard Class,CL-12565,50322.0,OFF-AR-10000380,75.96
2017-11-03,2017-11-10,Standard Class,CL-12565,50322.0,OFF-BI-10003981,27.24
2015-08-25,2015-08-27,Second Class,RC-19960,43229.0,OFF-FA-10000621,40.096
2015-08-25,2015-08-27,Second Class,RC-19960,43229.0,OFF-EN-10002600,4.72
2015-08-25,2015-08-27,Second Class,RC-19960,43229.0,OFF-PA-10004965,23.976
2015-08-25,2015-08-27,Second Class,RC-19960,43229.0,OFF-EN-10002504,130.464
2016-03-02,2016-03-06,Standard Class,DK-13090,98103.0,FUR-TA-10001768,787.53
2016-04-05,2016-04-10,Standard Class,GG-14650,37620.0,OFF-BI-10003650,157.794
2017-06-12,2017-06-15,First Class,SC-20725,19805.0,FUR-FU-10002157,47.04
2017-06-12,2017-06-15,First Class,SC-20725,19805.0,OFF-BI-10003910,30.84
2017-06-12,2017-06-15,First Class,SC-20725,19805.0,OFF-ST-10000777,226.56
2017-06-12,2017-06-15,First Class,SC-20725,19805.0,OFF-EN-10002500,115.02
2017-06-12,2017-06-15,First Class,SC-20725,19805.0,TEC-PH-10003875,68.04
2015-12-26,2015-12-28,Second Class,AD-10180,77041.0,FUR-CH-10004063,600.558
2015-09-20,2015-09-25,Standard Class,PF-19165,61701.0,FUR-TA-10004534,617.7
2018-11-05,2018-11-12,Standard Class,TS-21610,85023.0,OFF-BI-10003274,2.388
2018-11-05,2018-11-12,Standard Class,TS-21610,85023.0,OFF-ST-10002974,243.992
2017-11-06,2017-11-10,Second Class,LS-16975,90004.0,FUR-CH-10001146,81.424
2017-11-06,2017-11-10,Second Class,LS-16975,90004.0,FUR-FU-10003773,238.56
2018-02-02,2018-02-05,First Class,DW-13585,43229.0,TEC-PH-10002293,59.97
2018-02-02,2018-02-05,First Class,DW-13585,43229.0,OFF-PA-10002377,78.304
2018-02-02,2018-02-05,First Class,DW-13585,43229.0,OFF-FA-10002780,21.456
2017-10-13,2017-10-19,Standard Class,LC-16885,95661.0,OFF-PA-10001804,20.04
2017-10-13,2017-10-19,Standard Class,LC-16885,95661.0,OFF-PA-10001736,35.44
2017-10-13,2017-10-19,Standard Class,LC-16885,95661.0,OFF-AR-10001149,11.52
2017-10-13,2017-10-19,Standard Class,LC-16885,95661.0,OFF-FA-10002988,4.02
2017-10-13,2017-10-19,Standard Class,LC-16885,95661.0,OFF-BI-10004781,76.176
2017-10-13,2017-10-19,Standard Class,LC-16885,95661.0,OFF-SU-10001218,65.88
2017-10-13,2017-10-19,Standard Class,LC-16885,95661.0,FUR-FU-10001706,43.12
2017-09-05,2017-09-07,Second Class,JD-15895,19140.0,FUR-FU-10004848,82.8
2018-09-18,2018-09-23,Standard Class,SH-19975,94122.0,OFF-AR-10000940,8.82
2018-09-18,2018-09-23,Standard Class,SH-19975,94122.0,OFF-EN-10004030,10.86
2018-09-18,2018-09-23,Standard Class,SH-19975,94122.0,OFF-PA-10004327,143.7
2018-12-22,2018-12-27,Standard Class,SG-20080,64055.0,OFF-AP-10001058,839.43
2016-09-07,2016-09-12,Standard Class,HA-14920,91104.0,OFF-ST-10003656,671.93
2015-10-22,2015-10-28,Standard Class,MG-17680,43055.0,FUR-FU-10000521,93.888
2017-12-05,2017-12-09,Standard Class,JE-16165,53132.0,TEC-PH-10000215,384.45
2017-12-05,2017-12-09,Standard Class,JE-16165,53132.0,TEC-PH-10001448,149.97
2017-12-05,2017-12-09,Standard Class,JE-16165,53132.0,FUR-CH-10000454,1951.84
2017-12-05,2017-12-09,Standard Class,JE-16165,53132.0,OFF-BI-10002735,171.55
2017-03-13,2017-03-16,First Class,TW-21025,85254.0,OFF-AP-10000326,157.92
2017-03-13,2017-03-16,First Class,TW-21025,85254.0,TEC-PH-10001254,203.184
2016-05-31,2016-06-02,First Class,SP-20650,95123.0,OFF-PA-10001950,58.38
2016-05-31,2016-06-02,First Class,SP-20650,95123.0,OFF-PA-10002254,105.52
2016-05-31,2016-06-02,First Class,SP-20650,95123.0,OFF-ST-10001590,80.88
2016-05-28,2016-06-03,Standard Class,NK-18490,98105.0,OFF-AR-10001547,6.63
2015-03-01,2015-03-06,Second Class,DB-13060,98115.0,FUR-CH-10004063,457.568
2017-11-20,2017-11-24,Standard Class,NP-18670,73034.0,OFF-LA-10002475,14.62
2017-11-20,2017-11-24,Standard Class,NP-18670,73034.0,TEC-PH-10004536,944.93
2017-05-11,2017-05-12,First Class,TT-21070,90045.0,OFF-PA-10002751,5.98
2016-12-28,2016-12-31,Second Class,EM-13960,19134.0,TEC-AC-10003657,54.384
2017-11-16,2017-11-20,Standard Class,RD-19900,88220.0,OFF-EN-10001990,28.4
2017-11-07,2017-11-11,Standard Class,MJ-17740,98115.0,OFF-BI-10004002,27.68
2015-09-08,2015-09-12,Standard Class,BM-11140,78207.0,OFF-AR-10004441,9.936
2015-09-08,2015-09-12,Standard Class,BM-11140,78207.0,TEC-MA-10000822,8159.952
2015-09-08,2015-09-12,Standard Class,BM-11140,78207.0,OFF-ST-10000991,275.928
2015-09-08,2015-09-12,Standard Class,BM-11140,78207.0,FUR-CH-10004287,1740.06
2015-09-08,2015-09-12,Standard Class,BM-11140,78207.0,OFF-AR-10002656,32.064
2015-09-08,2015-09-12,Standard Class,BM-11140,78207.0,OFF-AP-10002518,177.98
2015-09-08,2015-09-12,Standard Class,BM-11140,78207.0,TEC-PH-10003931,143.976
2015-08-05,2015-08-09,Standard Class,CS-12130,90004.0,OFF-PA-10000659,20.94
2015-08-05,2015-08-09,Standard Class,CS-12130,90004.0,OFF-PA-10001144,110.96
2015-08-05,2015-08-09,Standard Class,CS-12130,90004.0,FUR-CH-10003817,340.144
2015-09-14,2015-09-19,Standard Class,JB-15400,60623.0,OFF-AP-10000891,52.448
2015-09-14,2015-09-19,Standard Class,JB-15400,60623.0,OFF-LA-10003148,20.16
2018-04-21,2018-04-25,Second Class,SJ-20500,77036.0,OFF-AP-10002684,97.264
2016-11-21,2016-11-23,Second Class,JE-15745,43055.0,FUR-CH-10004698,396.802
2016-11-21,2016-11-23,Second Class,JE-15745,43055.0,OFF-SU-10002189,15.88
2016-12-15,2016-12-19,Standard Class,JK-15640,10009.0,OFF-AR-10001940,3.28
2015-12-05,2015-12-09,Second Class,DK-13150,62521.0,OFF-ST-10003455,24.816
2015-12-05,2015-12-09,Second Class,DK-13150,62521.0,TEC-AC-10004659,408.744
2015-11-19,2015-11-24,Second Class,RM-19675,71203.0,TEC-PH-10003273,503.96
2015-11-19,2015-11-24,Second Class,RM-19675,71203.0,TEC-PH-10004896,149.95
2015-11-19,2015-11-24,Second Class,RM-19675,71203.0,TEC-AC-10002345,29.0
2017-11-28,2017-12-02,Standard Class,SK-19990,6824.0,OFF-BI-10001890,7.16
2015-08-26,2015-08-30,Standard Class,FM-14290,90032.0,TEC-AC-10002323,176.8
2017-07-16,2017-07-22,Standard Class,AM-10360,75051.0,OFF-ST-10001328,37.224
2017-07-16,2017-07-22,Standard Class,AM-10360,75051.0,OFF-PA-10001950,20.016
2016-10-12,2016-10-14,First Class,MP-17470,10035.0,FUR-BO-10002613,899.136
2016-10-12,2016-10-14,First Class,MP-17470,10035.0,TEC-PH-10001552,71.76
2016-10-12,2016-10-14,First Class,MP-17470,10035.0,OFF-PA-10000061,51.84
2016-10-12,2016-10-14,First Class,MP-17470,10035.0,FUR-BO-10002545,626.352
2016-10-12,2016-10-14,First Class,MP-17470,10035.0,OFF-AR-10003514,19.9
2016-10-31,2016-11-06,Standard Class,MZ-17515,92374.0,OFF-EN-10001509,14.28
2015-03-21,2015-03-25,Standard Class,CB-12025,45011.0,OFF-AR-10004685,7.408
2015-03-21,2015-03-25,Standard Class,CB-12025,45011.0,OFF-AR-10004027,6.048
2018-11-06,2018-11-13,Standard Class,VM-21685,7090.0,OFF-ST-10001414,46.26
2018-07-06,2018-07-13,Standard Class,FH-14365,19120.0,OFF-BI-10000343,2.946
2018-07-06,2018-07-13,Standard Class,FH-14365,19120.0,OFF-PA-10002749,16.056
2018-06-24,2018-06-29,Standard Class,MB-17305,44312.0,OFF-PA-10002666,21.744
2015-08-03,2015-08-05,First Class,BS-11755,80219.0,FUR-TA-10004289,218.75
2015-08-03,2015-08-05,First Class,BS-11755,80219.0,OFF-AP-10003622,2.6
2018-12-17,2018-12-21,Second Class,LC-17140,75220.0,OFF-AP-10003217,66.284
2018-06-03,2018-06-07,Standard Class,HK-14890,37064.0,FUR-FU-10002960,35.168
2018-12-09,2018-12-14,Standard Class,LE-16810,90604.0,TEC-PH-10001918,444.768
2018-12-01,2018-12-07,Standard Class,JH-15985,48601.0,OFF-ST-10000642,83.92
2018-12-01,2018-12-07,Standard Class,JH-15985,48601.0,TEC-PH-10001700,131.98
2018-12-01,2018-12-07,Standard Class,JH-15985,48601.0,OFF-BI-10003274,15.92
2018-12-01,2018-12-07,Standard Class,JH-15985,48601.0,OFF-FA-10000134,52.29
2018-12-01,2018-12-07,Standard Class,JH-15985,48601.0,OFF-ST-10001522,91.99
2016-02-09,2016-02-13,Second Class,MS-17980,75220.0,TEC-AC-10001266,20.8
2016-01-02,2016-01-09,Standard Class,VW-21775,44256.0,OFF-LA-10004544,23.68
2016-01-02,2016-01-09,Standard Class,VW-21775,44256.0,FUR-BO-10004695,452.45
2016-01-02,2016-01-09,Standard Class,VW-21775,44256.0,TEC-PH-10002844,62.982
2016-01-02,2016-01-09,Standard Class,VW-21775,44256.0,TEC-MA-10000864,1188.0
2016-01-02,2016-01-09,Standard Class,VW-21775,44256.0,TEC-AC-10000109,89.584
2017-10-28,2017-11-01,Standard Class,JH-15910,90032.0,OFF-ST-10001328,93.06
2017-10-28,2017-11-01,Standard Class,JH-15910,90032.0,TEC-PH-10002563,302.376
2016-12-24,2016-12-27,First Class,JB-15925,43017.0,OFF-FA-10000585,5.584
2016-12-24,2016-12-27,First Class,JB-15925,43017.0,OFF-PA-10004000,22.704
2016-12-24,2016-12-27,First Class,JB-15925,43017.0,OFF-BI-10002852,19.776
2016-12-24,2016-12-27,First Class,JB-15925,43017.0,FUR-FU-10000087,72.704
2016-12-24,2016-12-27,First Class,JB-15925,43017.0,TEC-MA-10001148,479.988
2016-12-24,2016-12-27,First Class,JB-15925,43017.0,OFF-AR-10001958,27.168
2016-08-09,2016-08-16,Standard Class,DS-13180,48227.0,OFF-AR-10001026,2.2
2016-08-09,2016-08-16,Standard Class,DS-13180,48227.0,FUR-TA-10003748,622.45
2016-08-09,2016-08-16,Standard Class,DS-13180,48227.0,OFF-ST-10002485,21.98
2016-02-28,2016-03-04,Standard Class,VD-21670,38401.0,FUR-CH-10004860,161.568
2016-02-28,2016-03-04,Standard Class,VD-21670,38401.0,FUR-CH-10004477,389.696
2015-09-13,2015-09-17,Standard Class,EA-14035,28205.0,OFF-BI-10001679,18.648
2018-04-07,2018-04-12,Standard Class,CS-12400,33614.0,FUR-TA-10001705,233.86
2018-04-07,2018-04-12,Standard Class,CS-12400,33614.0,FUR-TA-10003473,620.6145
2018-04-07,2018-04-12,Standard Class,CS-12400,33614.0,OFF-BI-10001679,5.328
2018-04-07,2018-04-12,Standard Class,CS-12400,33614.0,FUR-FU-10004017,258.072
2018-04-07,2018-04-12,Standard Class,CS-12400,33614.0,TEC-AC-10003832,617.976
2018-11-12,2018-11-16,Standard Class,DB-13120,95051.0,OFF-PA-10002479,10.56
2017-06-04,2017-06-09,Second Class,KL-16645,60610.0,OFF-PA-10003349,25.92
2017-06-04,2017-06-09,Second Class,KL-16645,60610.0,FUR-FU-10000576,419.68
2017-06-04,2017-06-09,Second Class,KL-16645,60610.0,FUR-FU-10004351,11.688
2017-06-04,2017-06-09,Second Class,KL-16645,60610.0,TEC-PH-10000011,31.984
2017-06-04,2017-06-09,Second Class,KL-16645,60610.0,FUR-TA-10002607,177.225
2017-06-04,2017-06-09,Second Class,KL-16645,60610.0,FUR-FU-10002505,4.044
2017-06-04,2017-06-09,Second Class,KL-16645,60610.0,OFF-AR-10004685,7.408
2015-06-01,2015-06-06,Second Class,DW-13480,55044.0,FUR-CH-10004063,2001.86
2015-06-01,2015-06-06,Second Class,DW-13480,55044.0,OFF-ST-10002276,166.72
2015-06-01,2015-06-06,Second Class,DW-13480,55044.0,OFF-PA-10004082,47.88
2015-06-01,2015-06-06,Second Class,DW-13480,55044.0,OFF-AP-10002945,1503.25
2015-06-01,2015-06-06,Second Class,DW-13480,55044.0,OFF-PA-10000061,25.92
2017-12-10,2017-12-15,Second Class,LH-17155,94109.0,FUR-CH-10002965,321.568
2017-09-11,2017-09-17,Standard Class,KC-16540,92037.0,OFF-PA-10004569,7.61
2017-09-11,2017-09-17,Standard Class,KC-16540,92037.0,TEC-AC-10003832,3347.37
2017-12-10,2017-12-13,First Class,DL-13315,10024.0,OFF-ST-10001228,80.58
2017-12-10,2017-12-13,First Class,DL-13315,10024.0,OFF-EN-10003296,361.92
2016-11-28,2016-12-04,Standard Class,DR-12880,60623.0,FUR-FU-10002505,12.132
2016-11-28,2016-12-04,Standard Class,DR-12880,60623.0,OFF-ST-10004804,82.368
2016-11-28,2016-12-04,Standard Class,DR-12880,60623.0,OFF-ST-10001590,53.92
2016-11-28,2016-12-04,Standard Class,DR-12880,60623.0,TEC-PH-10001580,647.904
2018-12-01,2018-12-03,Second Class,CC-12670,10009.0,TEC-AC-10000290,20.37
2018-12-01,2018-12-03,Second Class,CC-12670,10009.0,OFF-ST-10002790,221.55
2018-12-01,2018-12-03,Second Class,CC-12670,10009.0,OFF-BI-10003460,17.52
2018-06-08,2018-06-12,Standard Class,Dl-13600,77506.0,OFF-AP-10002203,1.624
2015-09-19,2015-09-21,Second Class,SB-20290,77036.0,TEC-MA-10000822,3059.982
2015-09-19,2015-09-21,Second Class,SB-20290,77036.0,TEC-MA-10003353,2519.958
2017-06-06,2017-06-13,Standard Class,RC-19825,60610.0,TEC-PH-10001433,328.224
2016-11-10,2016-11-15,Standard Class,AH-10210,94513.0,TEC-AC-10004469,79.9
2018-06-16,2018-06-20,Standard Class,CB-12535,27514.0,OFF-AR-10003602,14.016
2017-01-22,2017-01-28,Standard Class,PG-18895,7960.0,OFF-FA-10003472,7.56
2018-12-09,2018-12-13,Standard Class,CA-12310,45231.0,OFF-ST-10004180,37.208
2018-12-09,2018-12-13,Standard Class,CA-12310,45231.0,OFF-EN-10004386,57.576
2018-12-28,2019-01-02,Second Class,KH-16690,94110.0,OFF-ST-10003208,725.84
2016-07-30,2016-07-31,First Class,HA-14920,94109.0,TEC-AC-10003628,209.93
2016-07-30,2016-07-31,First Class,HA-14920,94109.0,FUR-FU-10003274,5.28
2016-07-30,2016-07-31,First Class,HA-14920,94109.0,OFF-BI-10002557,10.92
2018-09-16,2018-09-17,First Class,BB-10990,90301.0,OFF-PA-10002615,8.82
2018-09-16,2018-09-17,First Class,BB-10990,90301.0,OFF-AR-10001427,5.98
2018-10-13,2018-10-17,Standard Class,AG-10495,19140.0,OFF-PA-10000673,11.648
2018-10-13,2018-10-17,Standard Class,AG-10495,19140.0,OFF-PA-10004470,18.176
2018-10-13,2018-10-17,Standard Class,AG-10495,19140.0,OFF-ST-10000876,59.712
2018-10-13,2018-10-17,Standard Class,AG-10495,19140.0,OFF-LA-10002043,24.84
2016-09-26,2016-09-28,Second Class,SC-20725,77070.0,OFF-BI-10004967,2.08
2016-09-26,2016-09-28,Second Class,SC-20725,77070.0,TEC-PH-10001760,1114.4
2016-11-02,2016-11-06,Standard Class,JO-15280,90004.0,FUR-TA-10002903,1038.84
2016-09-26,2016-10-02,Standard Class,TB-21520,97206.0,OFF-PA-10000474,141.76
2016-09-26,2016-10-02,Standard Class,TB-21520,97206.0,TEC-AC-10001956,239.8
2016-09-26,2016-10-02,Standard Class,TB-21520,97206.0,OFF-PA-10004100,31.104
2017-12-18,2017-12-20,Second Class,AH-10195,33319.0,OFF-BI-10000778,254.058
2017-12-18,2017-12-20,Second Class,AH-10195,33319.0,OFF-AP-10002684,194.528
2017-12-18,2017-12-20,Second Class,AH-10195,33319.0,OFF-SU-10000646,961.48
2017-11-20,2017-11-24,Second Class,NZ-18565,43229.0,OFF-FA-10002983,19.096
2017-11-20,2017-11-24,Second Class,NZ-18565,43229.0,OFF-LA-10004689,18.496
2017-11-20,2017-11-24,Second Class,NZ-18565,43229.0,TEC-AC-10002001,255.984
2017-11-20,2017-11-24,Second Class,NZ-18565,43229.0,FUR-BO-10004709,86.97
2015-12-26,2015-12-28,First Class,KL-16555,80906.0,FUR-FU-10004091,300.416
2015-12-26,2015-12-28,First Class,KL-16555,80906.0,FUR-CH-10001891,230.352
2015-12-26,2015-12-28,First Class,KL-16555,80906.0,FUR-FU-10002918,218.352
2015-12-26,2015-12-28,First Class,KL-16555,80906.0,OFF-BI-10004593,78.6
2015-12-26,2015-12-28,First Class,KL-16555,80906.0,OFF-FA-10004854,27.552
2017-10-28,2017-11-03,Standard Class,JD-15895,7109.0,OFF-PA-10002105,32.4
2017-10-28,2017-11-03,Standard Class,JD-15895,7109.0,OFF-ST-10002756,1082.48
2017-10-28,2017-11-03,Standard Class,JD-15895,7109.0,OFF-PA-10004243,56.91
2017-10-28,2017-11-03,Standard Class,JD-15895,7109.0,FUR-FU-10001861,77.6
2017-10-28,2017-11-03,Standard Class,JD-15895,7109.0,OFF-BI-10002706,14.28
2018-11-19,2018-11-23,Standard Class,JH-15910,60623.0,FUR-TA-10002533,219.075
2016-05-04,2016-05-09,Second Class,AS-10225,10024.0,FUR-FU-10002671,26.8
